pay,year,department,gender
20.29,40.0,Support,F
17.84,40.0,Support,F
16.25,40.0,Support,M
18.48,40.0,Support,F
16.33,40.0,Support,M
16.01,40.0,Support,M
20.86,40.0,Support,F
16.33,40.0,Support,M
20.0,40.0,Support,F
17.64,40.0,Support,M
18.51,40.0,Support,F
17.5,40.0,Support,F
18.86,40.0,Support,F
18.46,40.0,Support,F
19.37,40.0,Support,F
19.26,40.0,Support,F
16.52,40.0,Support,M
20.4,40.0,Support,F
19.31,40.0,Support,F
18.06,40.0,Support,M
16.44,40.0,Support,M
16.99,40.0,Support,M
19.54,40.0,Support,F
20.18,40.0,Support,F
18.41,40.0,Support,F
19.72,40.0,Support,F
18.74,40.0,Support,F
17.49,40.0,Support,M
16.16,40.0,Support,M
19.24,40.0,Support,F
19.3,40.0,Support,F
17.28,40.0,Support,M
19.74,40.0,Support,F
19.18,40.0,Support,F
19.24,40.0,Support,F
18.41,40.0,Support,F
19.34,40.0,Support,F
19.17,40.0,Support,F
17.52,40.0,Support,F
16.69,40.0,Support,M
18.11,40.0,Support,F
17.490000000000002,40.0,Support,F
17.62,40.0,Support,M
19.22,40.0,Support,F
18.05,40.0,Support,M
19.42,40.0,Support,F
17.32,40.0,Support,M
19.02,40.0,Support,F
19.19,40.0,Support,F
17.48,40.0,Support,M
19.77,40.0,Support,F
18.65,40.0,Support,F
17.67,40.0,Support,M
18.57,40.0,Support,F
19.08,40.0,Support,F
19.57,40.0,Support,F
18.28,40.0,Support,M
19.58,40.0,Support,F
18.37,40.0,Support,F
16.63,40.0,Support,M
16.88,40.0,Support,M
16.15,40.0,Support,M
18.77,40.0,Support,F
19.85,40.0,Support,F
16.75,40.0,Support,M
19.16,40.0,Support,F
16.98,40.0,Support,M
18.21,40.0,Support,F
19.27,40.0,Support,F
19.59,40.0,Support,F
19.98,40.0,Support,F
16.45,40.0,Support,M
19.59,40.0,Support,F
19.67,40.0,Support,F
18.86,40.0,Support,F
17.58,40.0,Support,M
18.29,40.0,Support,M
17.52,40.0,Support,M
17.52,40.0,Support,M
18.84,40.0,Support,F
18.5,40.0,Support,F
19.05,40.0,Support,F
18.29,40.0,Support,F
16.89,40.0,Support,M
18.1,40.0,Support,F
18.2,40.0,Support,F
16.36,40.0,Support,M
18.17,40.0,Support,F
18.21,40.0,Support,F
18.15,40.0,Support,F
18.59,40.0,Support,F
19.66,40.0,Support,F
16.93,40.0,Support,M
18.85,40.0,Support,F
18.97,40.0,Support,F
18.44,40.0,Support,F
16.69,40.0,Support,M
16.8,40.0,Support,M
18.5,40.0,Support,F
19.75,40.0,Support,F
19.94,40.0,Support,F
19.5,40.0,Support,F
20.49,40.0,Support,F
18.25,40.0,Support,F
17.79,40.0,Support,M
19.9,40.0,Support,F
18.26,40.0,Support,F
18.23,40.0,Support,F
18.36,40.0,Support,F
18.55,40.0,Support,F
18.8,40.0,Support,F
19.26,40.0,Support,F
17.07,40.0,Support,M
16.83,40.0,Support,M
18.77,40.0,Support,F
18.65,40.0,Support,F
18.95,40.0,Support,F
19.56,40.0,Support,F
16.81,40.0,Support,M
19.36,40.0,Support,F
17.18,40.0,Support,F
19.91,40.0,Support,F
18.89,40.0,Support,F
16.29,40.0,Support,M
18.28,40.0,Support,F
17.01,40.0,Support,M
19.23,40.0,Support,F
19.09,40.0,Support,F
17.07,40.0,Support,M
15.96,40.0,Support,M
16.63,40.0,Support,M
16.53,40.0,Support,M
19.06,40.0,Support,F
20.11,40.0,Support,F
16.25,40.0,Support,M
19.51,40.0,Support,F
19.67,40.0,Support,F
19.18,40.0,Support,F
18.03,40.0,Support,F
17.990000000000006,40.0,Support,F
19.58,40.0,Support,F
18.8,40.0,Support,F
15.82,40.0,Support,M
17.939999999999994,40.0,Support,F
19.08,40.0,Support,F
19.4,40.0,Support,F
18.61,40.0,Support,F
19.05,40.0,Support,F
16.65,40.0,Support,M
18.44,40.0,Support,F
15.86,40.0,Support,M
18.16,40.0,Support,M
17.64,40.0,Support,M
18.68,40.0,Support,F
18.77,40.0,Support,F
18.55,40.0,Support,F
19.74,40.0,Support,F
19.48,40.0,Support,F
18.58,40.0,Support,F
16.28,40.0,Support,M
17.33,40.0,Support,M
17.8,40.0,Support,F
16.62,40.0,Support,M
18.19,40.0,Support,M
19.14,40.0,Support,F
19.81,40.0,Support,F
18.92,40.0,Support,F
16.99,40.0,Support,M
20.36,40.0,Support,F
19.95,40.0,Support,F
20.41,40.0,Support,F
17.4,40.0,Support,M
17.880000000000006,40.0,Support,F
18.58,40.0,Support,F
18.6,40.0,Support,F
16.96,40.0,Support,M
17.74,40.0,Support,M
19.69,40.0,Support,F
18.84,40.0,Support,F
18.62,40.0,Support,F
19.16,40.0,Support,F
16.52,40.0,Support,M
19.09,40.0,Support,F
19.69,40.0,Support,F
18.38,40.0,Support,F
17.97,40.0,Support,F
16.66,40.0,Support,M
16.72,40.0,Support,M
18.57,40.0,Support,F
16.67,40.0,Support,M
20.18,40.0,Support,F
18.62,40.0,Support,F
17.04,40.0,Support,M
16.24,40.0,Support,M
17.28,40.0,Support,F
18.7,40.0,Support,F
17.51,40.0,Support,M
19.58,40.0,Support,F
17.57,40.0,Support,M
18.66,40.0,Support,F
19.41,40.0,Support,F
17.3,40.0,Support,M
20.13,40.0,Support,F
19.56,40.0,Support,F
19.58,40.0,Support,F
16.79,40.0,Support,M
18.39,40.0,Support,F
15.7,40.0,Support,M
16.71,40.0,Support,M
19.52,40.0,Support,F
19.39,40.0,Support,F
19.62,40.0,Support,F
17.26,40.0,Support,M
18.98,40.0,Support,F
18.57,40.0,Support,F
18.34,40.0,Support,F
19.96,40.0,Support,F
19.34,40.0,Support,F
18.24,40.0,Support,F
17.0,40.0,Support,F
16.34,40.0,Support,M
18.08,40.0,Support,F
19.31,40.0,Support,F
19.33,40.0,Support,F
18.49,40.0,Support,F
18.58,40.0,Support,F
19.55,40.0,Support,F
17.52,40.0,Support,M
18.01,40.0,Support,F
19.29,40.0,Support,F
18.32,40.0,Support,F
17.36,40.0,Support,F
18.45,40.0,Support,F
19.33,40.0,Support,F
19.4,40.0,Support,F
20.41,40.0,Support,F
19.56,40.0,Support,F
17.97,40.0,Support,M
19.52,40.0,Support,F
17.98,40.0,Support,F
18.18,40.0,Support,M
18.22,40.0,Support,F
18.08,40.0,Support,F
16.81,40.0,Support,M
16.55,40.0,Support,M
18.04,40.0,Support,M
19.58,40.0,Support,F
18.98,40.0,Support,F
16.88,40.0,Support,M
18.39,40.0,Support,F
18.96,40.0,Support,F
16.98,40.0,Support,F
19.95,40.0,Support,F
17.33,40.0,Support,M
19.99,40.0,Support,F
19.21,40.0,Support,F
19.77,40.0,Support,F
18.84,40.0,Support,F
19.13,40.0,Support,F
19.23,40.0,Support,F
19.57,40.0,Support,F
18.69,40.0,Support,F
18.04,40.0,Support,F
17.83,40.0,Support,F
17.53,40.0,Support,M
19.61,40.0,Support,F
17.47,40.0,Support,M
19.58,40.0,Support,F
19.59,40.0,Support,F
15.31,40.0,Support,M
16.14,40.0,Support,M
19.83,40.0,Support,F
18.82,40.0,Support,F
18.17,40.0,Support,F
18.58,40.0,Support,F
19.74,40.0,Support,F
19.62,40.0,Support,F
19.03,40.0,Support,F
18.8,40.0,Support,F
19.81,40.0,Support,F
16.28,40.0,Support,M
16.94,40.0,Support,M
17.95,40.0,Support,M
19.02,40.0,Support,F
18.45,40.0,Support,F
18.75,40.0,Support,F
18.87,40.0,Support,F
20.04,40.0,Support,F
20.05,40.0,Support,F
20.82,40.0,Support,F
18.67,40.0,Support,F
18.4,40.0,Support,F
19.6,40.0,Support,F
17.82,40.0,Support,F
18.12,40.0,Support,M
17.66,40.0,Support,F
18.44,40.0,Support,F
17.24,40.0,Support,M
17.32,40.0,Support,M
17.55,40.0,Support,M
18.29,40.0,Support,F
16.27,40.0,Support,M
17.19,40.0,Support,M
19.41,40.0,Support,F
18.4,40.0,Support,F
17.83,40.0,Support,F
17.84,40.0,Support,M
18.14,40.0,Support,F
19.48,40.0,Support,F
18.53,40.0,Support,F
17.869999999999994,40.0,Support,F
18.92,40.0,Support,F
19.14,40.0,Support,F
18.76,40.0,Support,F
19.36,40.0,Support,F
18.01,40.0,Support,F
18.27,40.0,Support,F
16.68,40.0,Support,M
19.1,40.0,Support,F
18.81,40.0,Support,F
17.74,40.0,Support,M
18.05,40.0,Support,M
19.66,40.0,Support,F
18.86,40.0,Support,F
16.86,40.0,Support,M
19.11,40.0,Support,F
19.82,40.0,Support,F
16.71,40.0,Support,M
18.98,40.0,Support,F
19.23,40.0,Support,F
16.35,40.0,Support,M
17.78,40.0,Support,M
18.57,40.0,Support,F
19.64,40.0,Support,F
18.29,40.0,Support,F
18.92,40.0,Support,F
16.52,40.0,Support,M
18.62,40.0,Support,F
19.99,40.0,Support,F
20.72,40.0,Support,F
17.84,40.0,Support,M
18.22,40.0,Support,F
16.99,40.0,Support,M
18.9,40.0,Support,F
18.19,40.0,Support,F
16.44,40.0,Support,M
18.37,40.0,Support,F
17.560000000000002,40.0,Support,F
18.38,40.0,Support,F
19.75,40.0,Support,F
19.36,40.0,Support,F
19.03,40.0,Support,F
19.24,40.0,Support,F
17.98,40.0,Support,F
18.55,40.0,Support,F
16.56,40.0,Support,M
19.9,40.0,Support,F
20.49,40.0,Support,F
16.22,40.0,Support,M
19.28,40.0,Support,F
20.14,40.0,Support,F
18.06,40.0,Support,M
17.83,40.0,Support,F
17.49,40.0,Support,M
18.74,40.0,Support,F
18.96,40.0,Support,F
16.95,40.0,Support,M
17.66,40.0,Support,F
18.71,40.0,Support,F
19.08,40.0,Support,F
19.36,40.0,Support,F
15.98,40.0,Support,M
19.42,40.0,Support,F
17.14,40.0,Support,M
16.89,40.0,Support,M
18.69,40.0,Support,F
16.42,40.0,Support,M
18.42,40.0,Support,F
19.56,40.0,Support,F
19.31,40.0,Support,F
17.49,40.0,Support,M
19.2,40.0,Support,F
18.98,40.0,Support,F
16.52,40.0,Support,M
16.24,40.0,Support,M
18.71,40.0,Support,F
20.38,40.0,Support,F
19.34,40.0,Support,F
18.74,40.0,Support,M
16.96,40.0,Support,F
19.6,40.0,Support,F
18.59,40.0,Support,F
20.01,40.0,Support,F
18.49,40.0,Support,F
17.880000000000006,40.0,Support,F
17.34,40.0,Support,M
20.7,40.0,Support,F
15.81,40.0,Support,M
19.8,40.0,Support,F
17.6,40.0,Support,M
17.97,40.0,Support,F
15.97,40.0,Support,M
19.04,40.0,Support,F
19.41,40.0,Support,F
20.07,40.0,Support,F
19.16,40.0,Support,F
19.18,40.0,Support,F
19.87,40.0,Support,F
17.16,40.0,Support,M
19.52,40.0,Support,F
19.41,40.0,Support,F
18.81,40.0,Support,F
20.79,40.0,Support,F
19.09,40.0,Support,F
19.23,40.0,Support,F
17.07,40.0,Support,M
16.7,40.0,Support,M
20.01,40.0,Support,F
18.42,40.0,Support,F
18.92,40.0,Support,F
19.19,40.0,Support,F
15.76,40.0,Support,M
16.58,40.0,Support,M
18.49,40.0,Support,F
18.7,40.0,Support,F
18.95,40.0,Support,F
18.16,40.0,Support,F
18.47,40.0,Support,M
19.39,40.0,Support,F
19.65,40.0,Support,F
19.62,40.0,Support,F
18.05,40.0,Support,F
16.82,40.0,Support,M
19.41,40.0,Support,F
18.8,40.0,Support,F
19.57,40.0,Support,F
18.6,40.0,Support,F
20.41,40.0,Support,F
17.63,40.0,Support,M
18.56,40.0,Support,F
18.72,40.0,Support,F
17.04,40.0,Support,M
20.22,40.0,Support,F
18.86,40.0,Support,F
18.98,40.0,Support,F
17.0,40.0,Support,F
20.0,40.0,Support,F
18.51,40.0,Support,F
18.93,40.0,Support,F
19.87,40.0,Support,F
17.74,40.0,Support,M
18.87,40.0,Support,F
20.24,40.0,Support,F
18.0,40.0,Support,F
18.84,40.0,Support,F
18.56,40.0,Support,F
18.55,40.0,Support,F
18.1,40.0,Support,F
17.73,40.0,Support,F
18.79,40.0,Support,F
18.69,40.0,Support,F
19.07,40.0,Support,F
16.93,40.0,Support,M
20.16,40.0,Support,F
19.28,40.0,Support,F
20.29,40.0,Support,F
17.58,40.0,Support,M
16.87,40.0,Support,M
18.61,40.0,Support,F
19.12,40.0,Support,F
16.38,40.0,Support,M
16.99,40.0,Support,M
19.02,40.0,Support,F
19.22,40.0,Support,F
18.45,40.0,Support,F
18.5,40.0,Support,F
16.2,40.0,Support,M
16.84,40.0,Support,M
17.67,40.0,Support,F
16.99,40.0,Support,M
16.11,40.0,Support,M
16.89,40.0,Support,M
17.27,40.0,Support,F
18.55,40.0,Support,F
16.56,40.0,Support,M
18.48,40.0,Support,F
18.33,40.0,Support,F
19.86,40.0,Support,F
19.07,40.0,Support,F
19.52,40.0,Support,F
18.89,40.0,Support,F
16.48,40.0,Support,M
18.13,40.0,Support,F
17.73,40.0,Support,M
15.88,40.0,Support,M
18.41,40.0,Support,F
18.97,40.0,Support,F
18.01,40.0,Support,F
17.91,40.0,Support,F
19.75,40.0,Support,F
19.51,40.0,Support,F
18.62,40.0,Support,M
16.72,40.0,Support,M
18.39,40.0,Support,F
18.86,40.0,Support,F
19.18,40.0,Support,F
19.47,40.0,Support,F
19.22,40.0,Support,F
19.26,40.0,Support,F
19.3,40.0,Support,F
18.14,40.0,Support,F
19.66,40.0,Support,F
16.94,40.0,Support,M
16.29,40.0,Support,M
19.98,40.0,Support,F
19.67,40.0,Support,F
19.13,40.0,Support,F
20.74,40.0,Support,F
17.52,40.0,Support,F
18.13,40.0,Support,F
19.02,40.0,Support,F
19.41,40.0,Support,F
18.52,40.0,Support,F
16.41,40.0,Support,M
19.1,40.0,Support,F
15.63,40.0,Support,M
18.75,40.0,Support,F
17.95,40.0,Support,F
19.01,40.0,Support,F
19.01,40.0,Support,F
17.34,40.0,Support,M
17.47,40.0,Support,M
18.27,40.0,Support,F
18.55,40.0,Support,F
19.49,40.0,Support,F
18.0,40.0,Support,F
19.73,40.0,Support,F
18.82,40.0,Support,F
19.61,40.0,Support,F
19.36,40.0,Support,F
19.27,40.0,Support,F
20.84,40.0,Support,F
19.69,40.0,Support,F
18.0,40.0,Support,F
19.6,40.0,Support,F
19.57,40.0,Support,F
19.96,40.0,Support,F
19.72,40.0,Support,F
18.31,40.0,Support,F
18.97,40.0,Support,F
19.13,40.0,Support,F
19.98,40.0,Support,F
19.35,40.0,Support,F
17.89,40.0,Support,M
19.48,40.0,Support,F
20.31,40.0,Support,F
20.41,40.0,Support,F
18.24,40.0,Support,F
18.26,40.0,Support,F
15.24,40.0,Support,M
16.53,40.0,Support,M
20.44,40.0,Support,F
18.04,40.0,Support,F
19.59,40.0,Support,F
19.68,40.0,Support,F
18.56,40.0,Support,F
18.8,40.0,Support,F
17.5,40.0,Support,M
19.58,40.0,Support,F
19.7,40.0,Support,F
15.86,40.0,Support,M
17.72,40.0,Support,M
20.0,40.0,Support,F
19.09,40.0,Support,F
20.29,40.0,Support,F
18.72,40.0,Support,F
17.39,40.0,Support,M
19.7,40.0,Support,F
18.32,40.0,Support,F
18.55,40.0,Support,F
18.91,40.0,Support,F
20.01,40.0,Support,F
17.630000000000006,40.0,Support,F
19.24,40.0,Support,F
19.14,40.0,Support,F
19.09,40.0,Support,F
19.61,40.0,Support,F
19.32,40.0,Support,F
20.39,40.0,Support,F
18.51,40.0,Support,F
18.63,40.0,Support,M
17.57,40.0,Support,F
19.17,40.0,Support,F
18.78,40.0,Support,F
18.7,40.0,Support,F
18.98,40.0,Support,F
19.08,40.0,Support,F
18.2,40.0,Support,F
19.2,40.0,Support,F
20.53,40.0,Support,F
18.18,40.0,Support,F
18.82,40.0,Support,F
19.47,40.0,Support,F
18.45,40.0,Support,F
17.7,40.0,Support,M
16.84,40.0,Support,M
18.91,40.0,Support,F
20.26,40.0,Support,F
18.65,40.0,Support,F
18.63,40.0,Support,F
17.810000000000006,40.0,Support,F
19.17,40.0,Support,F
15.94,40.0,Support,M
19.0,40.0,Support,F
19.08,40.0,Support,F
16.5,40.0,Support,M
17.76,40.0,Support,M
18.37,40.0,Support,F
16.58,40.0,Support,M
19.17,40.0,Support,F
20.32,40.0,Support,F
18.49,40.0,Support,F
17.23,40.0,Support,M
21.17,40.0,Support,F
18.87,40.0,Support,F
16.82,40.0,Support,M
19.58,40.0,Support,F
22.13,40.0,Sales,M
24.72,40.0,Sales,F
21.85,40.0,Sales,M
25.62,40.0,Sales,F
24.88,40.0,Sales,M
21.62,40.0,Sales,M
22.07,40.0,Sales,M
23.06,40.0,Sales,M
25.78,40.0,Sales,F
22.75,40.0,Sales,F
22.21,40.0,Sales,M
22.66,40.0,Sales,M
22.83,40.0,Sales,M
22.93,40.0,Sales,M
23.73,40.0,Sales,M
22.91,40.0,Sales,M
24.5,40.0,Sales,F
24.38,40.0,Sales,F
22.75,40.0,Sales,M
25.21,40.0,Sales,F
24.77,40.0,Sales,F
22.69,40.0,Sales,M
24.44,40.0,Sales,F
24.7,40.0,Sales,F
25.71,40.0,Sales,F
23.73,40.0,Sales,F
23.79,40.0,Sales,F
25.73,40.0,Sales,F
23.29,40.0,Sales,F
22.7,40.0,Sales,M
22.0,40.0,Sales,M
24.71,40.0,Sales,F
25.13,40.0,Sales,F
25.35,40.0,Sales,F
22.88,40.0,Sales,M
22.39,40.0,Sales,M
22.9,40.0,Sales,M
22.99,40.0,Sales,M
22.77,40.0,Sales,M
23.11,40.0,Sales,M
24.63,40.0,Sales,F
24.16,40.0,Sales,F
24.83,40.0,Sales,F
22.47,40.0,Sales,M
24.66,40.0,Sales,F
26.05,40.0,Sales,F
22.82,40.0,Sales,M
21.34,40.0,Sales,M
23.62,40.0,Sales,F
22.95,40.0,Sales,M
22.38,40.0,Sales,M
25.43,40.0,Sales,F
21.84,40.0,Sales,M
24.8,40.0,Sales,F
21.69,40.0,Sales,M
24.71,40.0,Sales,F
23.03,40.0,Sales,M
24.69,40.0,Sales,F
22.56,40.0,Sales,M
23.79,40.0,Sales,F
22.24,40.0,Sales,M
21.9,40.0,Sales,M
25.63,40.0,Sales,F
21.52,40.0,Sales,M
22.29,40.0,Sales,M
22.92,40.0,Sales,M
23.27,40.0,Sales,M
21.6,40.0,Sales,M
23.86,40.0,Sales,M
22.76,40.0,Sales,M
25.1,40.0,Sales,F
26.02,40.0,Sales,F
23.31,40.0,Sales,M
22.34,40.0,Sales,M
23.13,40.0,Sales,M
22.9,40.0,Sales,M
25.76,40.0,Sales,F
23.38,40.0,Sales,M
21.36,40.0,Sales,M
24.41,40.0,Sales,F
22.49,40.0,Sales,M
21.69,40.0,Sales,M
24.99,40.0,Sales,F
23.41,40.0,Sales,M
23.34,40.0,Sales,M
24.77,40.0,Sales,F
23.14,40.0,Sales,M
25.0,40.0,Sales,M
24.92,40.0,Sales,F
23.64,40.0,Sales,M
22.51,40.0,Sales,M
22.06,40.0,Sales,M
23.43,40.0,Sales,M
24.08,40.0,Sales,F
22.2,40.0,Sales,M
24.16,40.0,Sales,F
23.0,40.0,Sales,M
25.27,40.0,Sales,F
25.04,40.0,Sales,F
22.04,40.0,Sales,M
22.93,40.0,Sales,M
24.55,40.0,Sales,F
23.73,40.0,Sales,F
22.8,40.0,Sales,M
24.83,40.0,Sales,F
23.05,40.0,Sales,M
23.03,40.0,Sales,M
25.5,40.0,Sales,F
25.65,40.0,Sales,F
23.57,40.0,Sales,M
21.78,40.0,Sales,M
22.79,40.0,Sales,M
22.61,40.0,Sales,M
24.88,40.0,Sales,F
23.2,40.0,Sales,M
22.73,40.0,Sales,M
23.58,40.0,Sales,M
23.38,40.0,Sales,F
22.1,40.0,Sales,M
24.33,40.0,Sales,F
23.82,40.0,Sales,M
22.43,40.0,Sales,M
23.44,40.0,Sales,M
23.26,40.0,Sales,M
21.8,40.0,Sales,M
22.57,40.0,Sales,F
23.53,40.0,Sales,M
25.44,40.0,Sales,F
20.84,40.0,Sales,M
22.32,40.0,Sales,M
23.08,40.0,Sales,M
23.63,40.0,Sales,M
21.35,40.0,Sales,M
23.88,40.0,Sales,M
22.45,40.0,Sales,M
24.89,40.0,Sales,F
21.62,40.0,Sales,M
22.75,40.0,Sales,M
24.38,40.0,Sales,F
24.88,40.0,Sales,F
23.39,40.0,Sales,M
22.42,40.0,Sales,M
21.95,40.0,Sales,M
23.53,40.0,Sales,M
23.68,40.0,Sales,F
25.28,40.0,Sales,F
22.36,40.0,Sales,M
22.48,40.0,Sales,M
21.83,40.0,Sales,M
21.58,40.0,Sales,M
24.23,40.0,Sales,F
21.93,40.0,Sales,M
22.83,40.0,Sales,M
25.2,40.0,Sales,F
22.35,40.0,Sales,M
24.83,40.0,Sales,F
24.22,40.0,Sales,F
23.48,40.0,Sales,F
25.31,40.0,Sales,F
25.31,40.0,Sales,F
26.72,40.0,Sales,F
23.65,40.0,Sales,F
22.34,40.0,Sales,M
23.01,40.0,Sales,M
23.87,40.0,Sales,F
24.95,40.0,Sales,F
22.18,40.0,Sales,M
22.79,40.0,Sales,M
21.32,40.0,Sales,M
23.14,40.0,Sales,M
25.82,40.0,Sales,F
25.1,40.0,Sales,M
22.21,40.0,Sales,M
23.16,40.0,Sales,M
23.94,40.0,Sales,M
21.82,40.0,Sales,M
24.78,40.0,Sales,F
21.91,40.0,Sales,M
21.92,40.0,Sales,M
25.37,40.0,Sales,F
22.34,40.0,Sales,M
24.95,40.0,Sales,F
22.01,40.0,Sales,M
24.65,40.0,Sales,F
23.44,40.0,Sales,M
23.28,40.0,Sales,F
24.67,40.0,Sales,F
24.34,40.0,Sales,F
24.61,40.0,Sales,F
22.77,40.0,Sales,M
22.02,40.0,Sales,M
22.59,40.0,Sales,M
24.58,40.0,Sales,F
22.47,40.0,Sales,M
24.62,40.0,Sales,F
24.1,40.0,Sales,F
21.88,40.0,Sales,M
23.47,40.0,Sales,M
21.88,40.0,Sales,M
21.91,40.0,Sales,M
23.1,40.0,Sales,M
25.11,40.0,Sales,F
24.08,40.0,Sales,F
21.95,40.0,Sales,M
24.73,40.0,Sales,F
22.46,40.0,Sales,M
24.86,40.0,Sales,F
22.46,40.0,Sales,M
23.87,40.0,Sales,M
22.32,40.0,Sales,M
22.69,40.0,Sales,M
22.73,40.0,Sales,F
23.55,40.0,Sales,F
22.52,40.0,Sales,M
22.35,40.0,Sales,M
23.76,40.0,Sales,F
23.44,40.0,Sales,M
24.34,40.0,Sales,F
25.07,40.0,Sales,F
23.76,40.0,Sales,M
23.97,40.0,Sales,M
21.48,40.0,Sales,M
22.24,40.0,Sales,M
24.2,40.0,Sales,F
21.96,40.0,Sales,M
24.71,40.0,Sales,F
25.13,40.0,Sales,F
22.69,40.0,Sales,M
22.51,40.0,Sales,M
24.48,40.0,Sales,F
24.22,40.0,Sales,M
21.69,40.0,Sales,M
21.73,40.0,Sales,M
22.08,40.0,Sales,M
24.12,40.0,Sales,F
24.37,40.0,Sales,F
23.12,40.0,Sales,F
22.1,40.0,Sales,M
22.71,40.0,Sales,M
21.24,40.0,Sales,M
24.78,40.0,Sales,F
22.94,40.0,Sales,M
22.91,40.0,Sales,M
23.83,40.0,Sales,M
23.8,40.0,Sales,F
23.99,40.0,Sales,M
23.1,40.0,Sales,F
23.48,40.0,Sales,M
25.06,40.0,Sales,F
21.73,40.0,Sales,M
22.16,40.0,Sales,M
23.08,40.0,Sales,M
23.55,40.0,Sales,M
21.82,40.0,Sales,M
22.9,40.0,Sales,M
22.61,40.0,Sales,M
22.82,40.0,Sales,F
22.6,40.0,Sales,M
25.46,40.0,Sales,F
22.57,40.0,Sales,M
21.39,40.0,Sales,M
21.65,40.0,Sales,M
22.22,40.0,Sales,M
21.71,40.0,Sales,M
24.55,40.0,Sales,F
24.57,40.0,Sales,F
22.46,40.0,Sales,M
25.25,40.0,Sales,F
22.24,40.0,Sales,M
22.32,40.0,Sales,M
25.23,40.0,Sales,F
24.47,40.0,Sales,F
21.87,40.0,Sales,M
22.28,40.0,Sales,M
21.75,40.0,Sales,M
23.05,40.0,Sales,M
22.71,40.0,Sales,M
23.86,40.0,Sales,M
25.45,40.0,Sales,F
23.99,40.0,Sales,F
22.13,40.0,Sales,M
24.99,40.0,Sales,F
21.78,40.0,Sales,M
21.86,40.0,Sales,M
24.67,40.0,Sales,F
21.58,40.0,Sales,M
23.51,40.0,Sales,M
22.72,40.0,Sales,M
21.52,40.0,Sales,M
22.88,40.0,Sales,F
22.23,40.0,Sales,M
24.69,40.0,Sales,F
22.14,40.0,Sales,M
25.62,40.0,Sales,F
25.01,40.0,Sales,F
22.05,40.0,Sales,M
24.61,40.0,Sales,F
23.99,40.0,Sales,M
22.13,40.0,Sales,M
24.85,40.0,Sales,F
23.34,40.0,Sales,M
24.04,40.0,Sales,M
23.89,40.0,Sales,F
23.38,40.0,Sales,F
25.19,40.0,Sales,F
23.81,40.0,Sales,M
25.57,40.0,Sales,F
23.0,40.0,Sales,M
25.96,40.0,Sales,F
23.8,40.0,Sales,F
23.07,40.0,Sales,M
22.61,40.0,Sales,M
22.88,40.0,Sales,M
22.18,40.0,Sales,M
22.89,40.0,Sales,M
23.11,40.0,Sales,M
22.26,40.0,Sales,M
24.95,40.0,Sales,F
24.32,40.0,Sales,M
24.89,40.0,Sales,F
23.31,40.0,Sales,M
23.04,40.0,Sales,F
24.45,40.0,Sales,F
22.02,40.0,Sales,M
23.64,40.0,Sales,F
22.66,40.0,Sales,M
22.08,40.0,Sales,M
22.73,40.0,Sales,M
25.11,40.0,Sales,F
20.87,40.0,Sales,M
24.12,40.0,Sales,F
24.3,40.0,Sales,F
25.35,40.0,Sales,F
24.3,40.0,Sales,F
22.65,40.0,Sales,F
25.56,40.0,Sales,F
22.63,40.0,Sales,M
23.45,40.0,Sales,M
22.15,40.0,Sales,M
24.07,40.0,Sales,F
25.36,40.0,Sales,F
21.95,40.0,Sales,M
24.63,40.0,Sales,F
21.72,40.0,Sales,M
25.54,40.0,Sales,F
25.64,40.0,Sales,F
22.33,40.0,Sales,M
23.67,40.0,Sales,F
25.38,40.0,Sales,F
22.02,40.0,Sales,M
24.94,40.0,Sales,F
22.45,40.0,Sales,M
23.63,40.0,Sales,M
23.16,40.0,Sales,M
25.3,40.0,Sales,F
24.19,40.0,Sales,F
25.33,40.0,Sales,F
23.81,40.0,Sales,F
23.65,40.0,Sales,F
25.7,40.0,Sales,F
24.73,40.0,Sales,F
24.01,40.0,Sales,F
22.51,40.0,Sales,M
22.66,40.0,Sales,M
22.64,40.0,Sales,M
24.75,40.0,Sales,M
22.58,40.0,Sales,M
22.29,40.0,Sales,M
22.59,40.0,Sales,M
23.92,40.0,Sales,F
23.12,40.0,Sales,M
23.66,40.0,Sales,M
22.39,40.0,Sales,M
22.6,40.0,Sales,M
23.31,40.0,Sales,F
23.01,40.0,Sales,F
25.75,40.0,Sales,F
22.2,40.0,Sales,M
22.99,40.0,Sales,M
20.91,40.0,Sales,M
23.16,40.0,Sales,M
21.63,40.0,Sales,M
24.44,40.0,Sales,F
22.71,40.0,Sales,M
23.45,40.0,Sales,M
24.89,40.0,Sales,F
24.6,40.0,Sales,F
24.36,40.0,Sales,M
21.22,40.0,Sales,M
21.16,40.0,Sales,M
22.8,40.0,Sales,M
23.39,40.0,Sales,M
22.01,40.0,Sales,M
23.56,40.0,Sales,F
24.69,40.0,Sales,F
22.34,40.0,Sales,M
24.47,40.0,Sales,F
25.9,40.0,Sales,F
23.14,40.0,Sales,M
25.16,40.0,Sales,F
26.2,40.0,Sales,F
21.46,40.0,Sales,M
22.71,40.0,Sales,M
25.25,40.0,Sales,F
23.15,40.0,Sales,M
24.99,40.0,Sales,F
24.41,40.0,Sales,F
24.12,40.0,Sales,F
24.05,40.0,Sales,M
22.92,40.0,Sales,F
21.98,40.0,Sales,M
22.53,40.0,Sales,M
25.19,40.0,Sales,F
25.73,40.0,Sales,F
