Unnamed: 0,year,pay,department,gender
18400,2010,17.4,Support,M
18401,2010,17.310000000000002,Support,F
18402,2010,16.75,Support,F
18403,2010,22.54,Sales,M
18404,2010,24.89,Sales,F
18405,2010,24.43,Sales,F
18406,2010,21.46,Sales,M
18407,2010,24.34,Sales,M
18408,2010,24.05,Sales,M
18409,2010,23.98,Sales,F
18410,2010,25.21,Sales,M
18411,2010,27.22,Sales,F
18412,2010,24.62,Sales,M
18413,2010,23.2,Sales,F
18414,2010,26.56,Sales,F
18415,2010,25.08,Sales,F
18416,2010,19.67,Sales,M
18417,2010,24.38,Sales,M
18418,2010,20.97,Sales,M
18419,2010,26.85,Sales,F
18420,2010,24.52,Sales,F
18421,2010,23.91,Sales,F
18422,2010,27.76,Sales,M
18423,2010,22.15,Sales,M
18424,2010,20.36,Sales,M
18425,2010,24.82,Sales,M
18426,2010,23.12,Sales,M
18427,2010,27.87,Sales,F
18428,2010,19.5,Sales,M
18429,2010,21.17,Sales,M
18430,2010,23.99,Sales,M
18431,2010,27.91,Sales,M
18432,2010,22.91,Sales,M
18433,2010,21.43,Sales,M
18434,2010,23.19,Sales,M
18435,2010,22.22,Sales,M
18436,2010,20.84,Sales,M
18437,2010,21.94,Sales,M
18438,2010,26.11,Sales,M
18439,2010,19.93,Sales,M
18440,2010,23.19,Sales,F
18441,2010,20.69,Sales,M
18442,2010,23.5,Sales,F
18443,2010,23.11,Sales,F
18444,2010,23.09,Sales,M
18445,2010,22.26,Sales,M
18446,2010,23.29,Sales,F
18447,2010,23.21,Sales,M
18448,2010,21.62,Sales,M
18449,2010,23.89,Sales,F
18450,2010,26.87,Sales,M
18451,2010,25.36,Sales,F
18452,2010,24.22,Sales,M
18453,2010,25.85,Sales,M
18454,2010,21.22,Sales,M
18455,2010,24.39,Sales,M
18456,2010,19.81,Sales,M
18457,2010,24.01,Sales,M
18458,2010,23.64,Sales,F
18459,2010,23.67,Sales,M
18460,2010,23.76,Sales,F
18461,2010,25.26,Sales,F
18462,2010,22.13,Sales,M
18463,2010,25.68,Sales,M
18464,2010,23.29,Sales,M
18465,2010,23.22,Sales,F
18466,2010,23.04,Sales,M
18467,2010,25.95,Sales,F
18468,2010,25.85,Sales,M
18469,2010,24.39,Sales,F
18470,2010,25.68,Sales,F
18471,2010,22.54,Sales,M
18472,2010,20.24,Sales,F
18473,2010,23.63,Sales,M
18474,2010,20.08,Sales,M
18475,2010,22.89,Sales,M
18476,2010,22.0,Sales,F
18477,2010,25.41,Sales,F
18478,2010,24.5,Sales,F
18479,2010,26.14,Sales,F
18480,2010,22.17,Sales,F
18481,2010,23.01,Sales,M
18482,2010,23.76,Sales,F
18483,2010,22.34,Sales,M
18484,2010,26.54,Sales,F
18485,2010,21.83,Sales,F
18486,2010,17.97,Sales,M
18487,2010,24.65,Sales,F
18488,2010,29.85,Sales,F
18489,2010,23.17,Sales,M
18490,2010,23.91,Sales,M
18491,2010,28.26,Sales,F
18492,2010,24.17,Sales,M
18493,2010,24.69,Sales,F
18494,2010,24.84,Sales,F
18495,2010,24.11,Sales,M
18496,2010,19.15,Sales,M
18497,2010,22.04,Sales,F
18498,2010,23.42,Sales,M
18499,2010,18.63,Sales,M
18500,2010,27.18,Sales,M
18501,2010,25.8,Sales,F
18502,2010,21.74,Sales,M
18503,2010,24.71,Sales,M
18504,2010,24.57,Sales,F
18505,2010,26.17,Sales,F
18506,2010,21.25,Sales,M
18507,2010,25.91,Sales,M
18508,2010,18.67,Sales,M
18509,2010,19.5,Sales,M
18510,2010,22.81,Sales,M
18511,2010,26.38,Sales,F
18512,2010,23.31,Sales,M
18513,2010,26.53,Sales,F
18514,2010,21.37,Sales,M
18515,2010,22.22,Sales,F
18516,2010,25.4,Sales,F
18517,2010,25.2,Sales,F
18518,2010,25.85,Sales,F
18519,2010,23.21,Sales,M
18520,2010,21.94,Sales,M
18521,2010,21.43,Sales,M
18522,2010,26.85,Sales,F
18523,2010,24.86,Sales,M
18524,2010,22.56,Sales,M
18525,2010,21.84,Sales,M
18526,2010,22.12,Sales,M
18527,2010,25.58,Sales,M
18528,2010,21.08,Sales,M
18529,2010,29.73,Sales,F
18530,2010,24.05,Sales,M
18531,2010,22.62,Sales,M
18532,2010,26.85,Sales,F
18533,2010,25.79,Sales,F
18534,2010,22.7,Sales,M
18535,2010,25.25,Sales,M
18536,2010,25.66,Sales,F
18537,2010,23.58,Sales,M
18538,2010,23.32,Sales,M
18539,2010,25.01,Sales,M
18540,2010,23.76,Sales,F
18541,2010,19.54,Sales,M
18542,2010,23.08,Sales,M
18543,2010,22.93,Sales,F
18544,2010,23.73,Sales,F
18545,2010,22.34,Sales,M
18546,2010,22.66,Sales,M
18547,2010,23.85,Sales,M
18548,2010,23.77,Sales,F
18549,2010,27.33,Sales,F
18550,2010,25.37,Sales,M
18551,2010,20.83,Sales,F
18552,2010,21.75,Sales,M
18553,2010,24.96,Sales,M
18554,2010,22.45,Sales,M
18555,2010,25.23,Sales,F
18556,2010,22.73,Sales,M
18557,2010,22.42,Sales,M
18558,2010,25.61,Sales,F
18559,2010,22.88,Sales,F
18560,2010,24.54,Sales,M
18561,2010,23.5,Sales,M
18562,2010,22.86,Sales,M
18563,2010,24.99,Sales,F
18564,2010,21.11,Sales,M
18565,2010,23.7,Sales,M
18566,2010,21.7,Sales,M
18567,2010,25.02,Sales,M
18568,2010,24.0,Sales,F
18569,2010,22.38,Sales,M
18570,2010,24.57,Sales,M
18571,2010,19.96,Sales,M
18572,2010,28.53,Sales,F
18573,2010,20.27,Sales,F
18574,2010,25.73,Sales,M
18575,2010,22.11,Sales,M
18576,2010,23.13,Sales,F
18577,2010,26.42,Sales,F
18578,2010,21.89,Sales,M
18579,2010,22.11,Sales,M
18580,2010,21.07,Sales,M
18581,2010,20.28,Sales,M
18582,2010,25.52,Sales,F
18583,2010,25.49,Sales,M
18584,2010,24.55,Sales,M
18585,2010,26.49,Sales,F
18586,2010,22.67,Sales,M
18587,2010,21.46,Sales,M
18588,2010,25.48,Sales,M
18589,2010,23.67,Sales,F
18590,2010,23.53,Sales,F
18591,2010,28.65,Sales,F
18592,2010,24.88,Sales,M
18593,2010,19.37,Sales,F
18594,2010,26.84,Sales,M
18595,2010,23.02,Sales,F
18596,2010,23.53,Sales,M
18597,2010,24.87,Sales,F
18598,2010,25.5,Sales,M
18599,2010,19.77,Sales,M
18600,2010,24.41,Sales,M
18601,2010,20.67,Sales,F
18602,2010,23.93,Sales,M
18603,2010,23.52,Sales,F
18604,2010,19.14,Sales,M
18605,2010,26.03,Sales,F
18606,2010,20.28,Sales,M
18607,2010,23.46,Sales,M
18608,2010,20.78,Sales,M
18609,2010,24.62,Sales,F
18610,2010,22.08,Sales,M
18611,2010,22.39,Sales,M
18612,2010,21.88,Sales,F
18613,2010,20.94,Sales,M
18614,2010,24.89,Sales,F
18615,2010,21.32,Sales,F
18616,2010,23.08,Sales,F
18617,2010,23.06,Sales,M
18618,2010,20.4,Sales,F
18619,2010,24.83,Sales,M
18620,2010,21.56,Sales,M
18621,2010,21.67,Sales,M
18622,2010,24.99,Sales,F
18623,2010,22.74,Sales,M
18624,2010,24.05,Sales,F
18625,2010,21.2,Sales,F
18626,2010,26.05,Sales,M
18627,2010,25.83,Sales,F
18628,2010,22.86,Sales,M
18629,2010,25.2,Sales,F
18630,2010,24.63,Sales,M
18631,2010,25.72,Sales,F
18632,2010,24.95,Sales,F
18633,2010,19.47,Sales,M
18634,2010,25.71,Sales,F
18635,2010,26.82,Sales,F
18636,2010,27.34,Sales,F
18637,2010,24.83,Sales,M
18638,2010,22.03,Sales,F
18639,2010,18.81,Sales,M
18640,2010,24.69,Sales,M
18641,2010,19.15,Sales,M
18642,2010,22.99,Sales,F
18643,2010,24.6,Sales,F
18644,2010,24.78,Sales,F
18645,2010,21.11,Sales,M
18646,2010,23.5,Sales,F
18647,2010,23.06,Sales,F
18648,2010,26.6,Sales,F
18649,2010,20.43,Sales,M
18650,2010,25.12,Sales,F
18651,2010,23.33,Sales,F
18652,2010,21.56,Sales,M
18653,2010,23.82,Sales,F
18654,2010,22.3,Sales,M
18655,2010,23.98,Sales,M
18656,2010,26.71,Sales,M
18657,2010,22.66,Sales,M
18658,2010,23.25,Sales,M
18659,2010,21.2,Sales,F
18660,2010,24.34,Sales,F
18661,2010,25.43,Sales,M
18662,2010,26.55,Sales,F
18663,2010,21.72,Sales,M
18664,2010,25.75,Sales,M
18665,2010,21.81,Sales,F
18666,2010,21.47,Sales,M
18667,2010,21.75,Sales,M
18668,2010,21.91,Sales,M
18669,2010,23.59,Sales,M
18670,2010,21.13,Sales,F
18671,2010,24.48,Sales,F
18672,2010,20.01,Sales,M
18673,2010,21.2,Sales,M
18674,2010,22.71,Sales,F
18675,2010,21.87,Sales,M
18676,2010,22.71,Sales,M
18677,2010,25.7,Sales,F
18678,2010,21.48,Sales,M
18679,2010,20.59,Sales,M
18680,2010,22.11,Sales,M
18681,2010,23.6,Sales,M
18682,2010,20.63,Sales,F
18683,2010,23.42,Sales,F
18684,2010,20.77,Sales,F
18685,2010,18.44,Sales,M
18686,2010,25.26,Sales,F
18687,2010,22.46,Sales,M
18688,2010,22.49,Sales,M
18689,2010,23.37,Sales,M
18690,2010,26.31,Sales,F
18691,2010,21.51,Sales,M
18692,2010,22.77,Sales,M
18693,2010,27.32,Sales,F
18694,2010,22.18,Sales,F
18695,2010,22.55,Sales,F
18696,2010,24.13,Sales,M
18697,2010,23.74,Sales,M
18698,2010,25.39,Sales,F
18699,2010,19.92,Sales,F
18700,2010,23.89,Sales,M
18701,2010,23.28,Sales,F
18702,2010,22.5,Sales,F
18703,2010,28.24,Sales,F
18704,2010,27.06,Sales,F
18705,2010,22.24,Sales,M
18706,2010,18.97,Sales,M
18707,2010,17.92,Sales,M
18708,2010,24.5,Sales,F
18709,2010,27.58,Sales,F
18710,2010,23.69,Sales,F
18711,2010,21.98,Sales,M
18712,2010,23.65,Sales,M
18713,2010,20.7,Sales,M
18714,2010,27.33,Sales,F
18715,2010,22.78,Sales,M
18716,2010,19.7,Sales,M
18717,2010,19.7,Sales,F
18718,2010,26.65,Sales,F
18719,2010,24.05,Sales,F
18720,2010,26.63,Sales,F
18721,2010,25.07,Sales,F
18722,2010,23.25,Sales,F
18723,2010,22.85,Sales,M
18724,2010,26.79,Sales,F
18725,2010,21.88,Sales,M
18726,2010,21.81,Sales,M
18727,2010,24.25,Sales,F
18728,2010,29.32,Sales,F
18729,2010,24.36,Sales,F
18730,2010,24.31,Sales,F
18731,2010,20.84,Sales,M
18732,2010,22.58,Sales,M
18733,2010,23.9,Sales,M
18734,2010,23.54,Sales,F
18735,2010,22.72,Sales,M
18736,2010,22.15,Sales,M
18737,2010,24.61,Sales,F
18738,2010,27.05,Sales,M
18739,2010,23.1,Sales,F
18740,2010,20.83,Sales,M
18741,2010,25.02,Sales,M
18742,2010,22.27,Sales,F
18743,2010,26.54,Sales,F
18744,2010,25.37,Sales,M
18745,2010,25.3,Sales,F
18746,2010,19.24,Sales,M
18747,2010,23.61,Sales,F
18748,2010,26.06,Sales,F
18749,2010,22.4,Sales,M
18750,2010,22.73,Sales,M
18751,2010,21.87,Sales,F
18752,2010,22.75,Sales,F
18753,2010,24.43,Sales,M
18754,2010,26.71,Sales,F
18755,2010,23.62,Sales,M
18756,2010,25.59,Sales,F
18757,2010,21.78,Sales,F
18758,2010,24.88,Sales,F
18759,2010,19.09,Sales,M
18760,2010,28.97,Sales,M
18761,2010,25.6,Sales,M
18762,2010,20.56,Sales,F
18763,2010,26.49,Sales,F
18764,2010,18.37,Sales,M
18765,2010,25.3,Sales,M
18766,2010,28.07,Sales,F
18767,2010,20.82,Sales,M
18768,2010,23.99,Sales,M
18769,2010,21.76,Sales,F
18770,2010,21.9,Sales,M
18771,2010,22.56,Sales,F
18772,2010,26.5,Sales,F
18773,2010,24.54,Sales,M
18774,2010,22.33,Sales,M
18775,2010,19.27,Sales,M
18776,2010,28.5,Sales,F
18777,2010,22.85,Sales,M
18778,2010,27.08,Sales,F
18779,2010,24.73,Sales,F
18780,2010,22.38,Sales,M
18781,2010,23.58,Sales,F
18782,2010,21.5,Sales,M
18783,2010,24.61,Sales,M
18784,2010,22.24,Sales,M
18785,2010,25.7,Sales,M
18786,2010,22.23,Sales,F
18787,2010,20.25,Sales,M
18788,2010,23.18,Sales,F
18789,2010,20.29,Sales,M
18790,2010,19.72,Sales,M
18791,2010,23.41,Sales,F
18792,2010,20.59,Sales,M
18793,2010,21.35,Sales,M
18794,2010,26.04,Sales,F
18795,2010,22.74,Sales,M
18796,2010,23.73,Sales,F
18797,2010,25.62,Sales,F
18798,2010,24.34,Sales,F
18799,2010,23.11,Sales,F
18800,2010,25.24,Sales,F
18801,2010,25.71,Sales,M
18802,2010,21.35,Sales,M
18803,2010,23.39,Sales,M
18804,2010,23.18,Sales,F
18805,2010,23.86,Sales,F
18806,2010,20.12,Sales,M
18807,2010,21.27,Sales,F
18808,2010,25.16,Sales,F
18809,2010,26.27,Sales,M
18810,2010,22.84,Sales,F
18811,2010,25.34,Sales,F
18812,2010,26.33,Sales,F
18813,2010,22.88,Sales,M
18814,2010,18.44,Sales,M
18815,2010,22.51,Sales,M
18816,2010,21.01,Sales,F
18817,2010,22.43,Sales,M
18818,2010,26.29,Sales,F
18819,2010,23.01,Sales,F
18820,2010,23.11,Sales,M
18821,2010,23.96,Sales,F
18822,2010,22.74,Sales,M
18823,2010,24.23,Sales,M
18824,2010,25.41,Sales,M
18825,2010,24.85,Sales,F
18826,2010,25.68,Sales,M
18827,2010,24.41,Sales,F
18828,2010,22.61,Sales,M
18829,2010,23.46,Sales,F
18830,2010,19.33,Sales,M
18831,2010,22.69,Sales,F
18832,2010,25.84,Sales,F
18833,2010,26.64,Sales,M
18834,2010,21.21,Sales,M
18835,2010,28.1,Sales,F
18836,2010,22.07,Sales,F
18837,2010,25.51,Sales,F
18838,2010,23.82,Sales,M
18839,2010,22.97,Sales,M
18840,2010,25.78,Sales,F
18841,2010,24.43,Sales,F
18842,2010,22.83,Sales,M
18843,2010,23.17,Sales,F
18844,2010,23.96,Sales,M
18845,2010,22.47,Sales,F
18846,2010,27.09,Sales,F
18847,2010,26.6,Sales,F
18848,2010,20.78,Sales,F
18849,2010,26.69,Sales,F
18850,2010,24.87,Sales,F
18851,2010,22.6,Sales,F
18852,2010,25.35,Sales,F
18853,2010,26.12,Sales,F
18854,2010,26.2,Sales,F
18855,2010,25.48,Sales,M
18856,2010,27.43,Sales,F
18857,2010,27.43,Sales,M
18858,2010,20.91,Sales,M
18859,2010,20.68,Sales,M
18860,2010,23.92,Sales,M
18861,2010,20.01,Sales,F
18862,2010,23.81,Sales,M
18863,2010,19.93,Sales,M
18864,2010,24.6,Sales,M
18865,2010,19.86,Sales,M
18866,2010,27.82,Sales,F
18867,2010,23.97,Sales,F
18868,2010,26.17,Sales,F
18869,2010,22.01,Sales,M
18870,2010,25.38,Sales,F
18871,2010,23.37,Sales,M
18872,2010,24.16,Sales,M
18873,2010,26.29,Sales,M
18874,2010,24.5,Sales,M
18875,2010,24.14,Sales,M
18876,2010,21.19,Sales,M
18877,2010,27.89,Sales,F
18878,2010,28.83,Sales,F
18879,2010,24.49,Sales,M
18880,2010,25.45,Sales,F
18881,2010,19.11,Sales,M
18882,2010,24.36,Sales,M
18883,2010,23.15,Sales,F
18884,2010,25.13,Sales,M
18885,2010,22.6,Sales,M
18886,2010,25.14,Sales,F
18887,2010,20.52,Sales,M
18888,2010,22.6,Sales,M
18889,2010,26.7,Sales,F
18890,2010,20.77,Sales,M
18891,2010,22.55,Sales,M
18892,2010,20.29,Sales,M
18893,2010,29.96,Sales,F
18894,2010,23.21,Sales,M
18895,2010,20.19,Sales,M
18896,2010,25.47,Sales,F
18897,2010,25.2,Sales,M
18898,2010,20.65,Sales,M
18899,2010,23.5,Sales,F
18900,2010,22.15,Sales,F
18901,2010,27.24,Sales,F
18902,2010,21.87,Sales,M
18903,2010,20.99,Sales,M
18904,2010,23.44,Sales,M
18905,2010,28.97,Sales,F
18906,2010,25.38,Sales,M
18907,2010,26.65,Sales,M
18908,2010,21.77,Sales,F
18909,2010,28.47,Sales,F
18910,2010,23.61,Sales,M
18911,2010,19.15,Sales,M
18912,2010,18.62,Sales,M
18913,2010,25.42,Sales,M
18914,2010,25.63,Sales,F
18915,2010,24.22,Sales,M
18916,2010,23.27,Sales,F
18917,2010,21.12,Sales,M
18918,2010,24.11,Sales,M
18919,2010,25.29,Sales,M
18920,2010,20.31,Sales,M
18921,2010,21.39,Sales,F
18922,2010,25.17,Sales,F
18923,2010,24.47,Sales,M
18924,2010,22.05,Sales,M
18925,2010,23.04,Sales,M
18926,2010,20.21,Sales,M
18927,2010,20.36,Sales,M
18928,2010,22.23,Sales,M
18929,2010,24.45,Sales,F
18930,2010,23.5,Sales,M
18931,2010,25.99,Sales,M
18932,2010,25.14,Sales,F
18933,2010,44.75,Management,F
18934,2010,46.6,Management,M
18935,2010,47.98,Management,F
18936,2010,50.09,Management,F
18937,2010,44.84,Management,M
18938,2010,46.8,Management,F
18939,2010,47.31,Management,M
18940,2010,49.83,Management,F
18941,2010,45.48,Management,M
18942,2010,44.5,Management,M
18943,2010,48.42,Management,F
18944,2010,47.17,Management,M
18945,2010,48.41,Management,M
18946,2010,43.05,Management,M
18947,2010,45.62,Management,M
18948,2010,46.36,Management,F
18949,2010,42.68,Management,M
18950,2010,44.16,Management,M
18951,2010,48.85,Management,M
18952,2010,46.85,Management,M
18953,2010,46.76,Management,M
18954,2010,45.72,Management,M
18955,2010,46.75,Management,M
18956,2010,48.57,Management,F
18957,2010,44.15,Management,M
18958,2010,43.6,Management,M
18959,2010,52.46,Management,F
18960,2010,46.33,Management,M
18961,2010,47.63,Management,M
18962,2010,47.24,Management,F
18963,2010,48.3,Management,M
18964,2010,47.97,Management,F
18965,2010,48.05,Management,F
18966,2010,50.98,Management,M
18967,2010,45.65,Management,M
18968,2010,46.69,Management,M
18969,2010,45.55,Management,F
18970,2010,48.3,Management,F
18971,2010,45.52,Management,M
18972,2010,52.24,Management,F
18973,2010,50.39,Management,F
18974,2010,45.85,Management,M
18975,2010,47.31,Management,M
18976,2010,45.44,Management,M
18977,2010,46.38,Management,F
18978,2010,45.57,Management,M
18979,2010,45.54,Management,M
18980,2010,45.11,Management,M
18981,2010,48.18,Management,M
18982,2010,45.97,Management,M
18983,2010,49.35,Management,F
18984,2010,46.0,Management,M
18985,2010,47.32,Management,M
18986,2010,45.07,Management,M
18987,2010,46.66,Management,M
18988,2010,47.02,Management,F
18989,2010,46.35,Management,M
18990,2010,50.31,Management,M
18991,2010,49.45,Management,F
18992,2010,46.21,Management,M
18993,2010,46.45,Management,F
18994,2010,45.41,Management,M
18995,2010,46.38,Management,M
18996,2010,47.08,Management,M
18997,2010,45.91,Management,M
18998,2010,46.82,Management,F
18999,2010,51.11,Management,F
19000,2010,48.3,Management,M
19001,2010,48.46,Management,M
19002,2010,47.35,Management,F
19003,2010,45.67,Management,M
19004,2010,45.89,Management,M
19005,2010,47.88,Management,M
19006,2010,51.52,Management,F
19007,2010,47.39,Management,F
19008,2010,45.32,Management,M
19009,2010,48.25,Management,F
19010,2010,50.36,Management,M
19011,2010,44.66,Management,M
19012,2010,51.63,Management,F
19013,2010,48.7,Management,M
19014,2010,49.0,Management,M
19015,2010,46.52,Management,F
19016,2010,46.68,Management,M
19017,2010,47.21,Management,M
19018,2010,48.4,Management,F
19019,2010,49.91,Management,M
19020,2010,48.37,Management,M
19021,2010,49.47,Management,M
19022,2010,47.27,Management,M
19023,2010,49.37,Management,F
19024,2010,48.46,Management,F
19025,2010,45.22,Management,M
19026,2010,47.58,Management,F
19027,2010,48.59,Management,F
19028,2010,47.84,Management,F
19029,2010,44.03,Management,F
19030,2010,48.31,Management,M
19031,2010,48.23,Management,M
19032,2010,46.65,Management,M
19033,2010,42.42,Management,M
19034,2010,49.17,Management,F
19035,2010,50.05,Management,F
19036,2010,46.76,Management,F
19037,2010,47.32,Management,M
19038,2010,51.44,Management,M
19039,2010,45.55,Management,M
19040,2010,51.61,Management,F
19041,2010,45.68,Management,M
19042,2010,46.1,Management,M
19043,2010,40.43,Management,M
19044,2010,52.01,Management,F
19045,2010,45.87,Management,F
19046,2010,48.92,Management,F
19047,2010,51.27,Management,F
19048,2010,47.07,Management,M
19049,2010,44.16,Management,M
19050,2010,51.68,Management,F
19051,2010,43.92,Management,F
19052,2010,49.43,Management,F
19053,2010,47.41,Management,F
19054,2010,47.39,Management,M
19055,2010,47.55,Management,M
19056,2010,49.25,Management,M
19057,2010,51.48,Management,F
19058,2010,43.95,Management,M
19059,2010,42.96,Management,M
19060,2010,49.3,Management,F
19061,2010,48.83,Management,F
19062,2010,49.03,Management,F
19063,2010,49.47,Management,F
19064,2010,52.39,Management,F
19065,2010,44.11,Management,M
19066,2010,49.03,Management,F
19067,2010,50.3,Management,M
19068,2010,44.08,Management,M
19069,2010,45.44,Management,F
19070,2010,49.59,Management,F
19071,2010,50.21,Management,F
19072,2010,50.1,Management,M
19073,2010,49.73,Management,F
19074,2010,49.43,Management,F
19075,2010,48.7,Management,M
19076,2010,45.58,Management,M
19077,2010,45.39,Management,F
19078,2010,45.69,Management,M
19079,2010,49.8,Management,F
19080,2010,50.93,Management,F
19081,2010,49.3,Management,F
19082,2010,50.04,Management,F
19083,2010,49.38,Management,F
19084,2010,44.14,Management,M
19085,2010,45.1,Management,M
19086,2010,44.3,Management,M
19087,2010,45.4,Management,M
19088,2010,50.71,Management,F
19089,2010,45.02,Management,M
19090,2010,46.85,Management,M
19091,2010,48.05,Management,F
19092,2010,49.97,Management,M
19093,2010,48.9,Management,F
19094,2010,47.64,Management,F
19095,2010,47.66,Management,F
19096,2010,45.99,Management,M
19097,2010,49.44,Management,M
19098,2010,47.46,Management,F
19099,2010,45.87,Management,M
19100,2010,47.86,Management,F
19101,2010,47.36,Management,F
19102,2010,42.56,Management,M
19103,2010,50.15,Management,F
19104,2010,45.86,Management,M
19105,2010,53.18,Management,F
19106,2010,49.88,Management,F
19107,2010,47.98,Management,M
19108,2010,48.55,Management,M
19109,2010,43.43,Management,M
19110,2010,49.97,Management,M
19111,2010,44.55,Management,M
19112,2010,46.41,Management,M
19113,2010,53.53,Management,F
19114,2010,46.7,Management,F
19115,2010,48.2,Management,M
19116,2010,46.73,Management,F
19117,2010,44.09,Management,M
19118,2010,50.63,Management,F
19119,2010,48.23,Management,F
19120,2010,42.74,Management,M
19121,2010,46.55,Management,M
19122,2010,49.98,Management,F
19123,2010,47.22,Management,M
19124,2010,50.09,Management,M
19125,2010,45.58,Management,M
19126,2010,48.28,Management,M
19127,2010,48.66,Management,F
19128,2010,43.58,Management,M
19129,2010,43.22,Management,F
19130,2010,48.52,Management,M
19131,2010,43.57,Management,M
19132,2010,46.56,Management,M
19133,2010,44.94,Management,M
19134,2010,46.85,Management,M
19135,2010,47.06,Management,F
19136,2010,47.27,Management,M
19137,2010,47.3,Management,M
19138,2010,50.72,Management,F
19139,2010,46.05,Management,M
19140,2010,49.03,Management,M
19141,2010,45.0,Management,M
19142,2010,44.61,Management,M
19143,2010,47.15,Management,F
19144,2010,45.87,Management,M
19145,2010,43.08,Management,M
19146,2010,46.41,Management,F
19147,2010,48.9,Management,M
19148,2010,46.41,Management,M
19149,2010,45.38,Management,M
19150,2010,50.0,Management,F
19151,2010,45.83,Management,F
19152,2010,48.83,Management,F
19153,2010,44.05,Management,M
19154,2010,48.23,Management,F
19155,2010,48.46,Management,F
19156,2010,48.52,Management,F
19157,2010,49.49,Management,F
19158,2010,46.6,Management,M
19159,2010,45.87,Management,M
19160,2010,46.3,Management,F
19161,2010,45.33,Management,M
19162,2010,49.08,Management,F
19163,2010,49.89,Management,M
19164,2010,48.71,Management,F
19165,2010,47.53,Management,M
19166,2010,47.43,Management,F
19167,2010,45.94,Management,M
19168,2010,43.9,Management,M
19169,2010,45.56,Management,M
19170,2010,41.72,Management,M
19171,2010,45.19,Management,M
19172,2010,50.82,Management,F
19173,2010,48.12,Management,M
19174,2010,45.98,Management,M
19175,2010,49.51,Management,M
19176,2010,47.73,Management,M
19177,2010,44.06,Management,M
19178,2010,46.13,Management,M
19179,2010,47.66,Management,M
19180,2010,52.95,Management,F
19181,2010,46.55,Management,M
19182,2010,51.68,Management,F
19183,2010,49.88,Management,F
19184,2010,49.28,Management,M
19185,2010,45.5,Management,M
19186,2010,46.16,Management,F
19187,2010,43.85,Management,F
19188,2010,47.41,Management,F
19189,2010,48.03,Management,M
19190,2010,47.74,Management,M
19191,2010,47.23,Management,M
19192,2010,45.01,Management,M
19193,2010,49.78,Management,F
19194,2010,45.07,Management,M
19195,2010,47.14,Management,M
19196,2010,44.54,Management,M
19197,2010,42.21,Management,M
19198,2010,46.16,Management,F
19199,2010,45.85,Management,M
19200,2010,50.35,Management,F
19201,2010,45.07,Management,M
19202,2010,47.82,Management,F
19203,2010,42.65,Management,M
19204,2010,47.72,Management,M
19205,2010,45.68,Management,M
19206,2010,46.85,Management,M
19207,2010,47.86,Management,M
19208,2010,47.76,Management,F
19209,2010,47.17,Management,M
19210,2010,48.04,Management,M
19211,2010,49.95,Management,M
19212,2010,44.52,Management,M
19213,2010,48.82,Management,F
19214,2010,48.86,Management,F
19215,2010,45.42,Management,M
19216,2010,41.41,Management,M
19217,2010,46.39,Management,M
19218,2010,51.78,Management,F
19219,2010,50.23,Management,F
19220,2010,47.85,Management,F
19221,2010,50.66,Management,F
19222,2010,47.09,Management,M
19223,2010,50.06,Management,F
19224,2010,49.11,Management,F
19225,2010,47.35,Management,F
19226,2010,41.07,Management,M
19227,2010,48.59,Management,M
19228,2010,42.48,Management,M
19229,2010,44.56,Management,M
19230,2010,45.09,Management,M
19231,2010,45.32,Management,M
19232,2010,53.54,Management,F
19233,2010,49.32,Management,F
19234,2010,47.22,Management,M
19235,2010,43.98,Management,M
19236,2010,45.27,Management,M
19237,2010,44.96,Management,M
19238,2010,45.29,Management,M
19239,2010,50.33,Management,F
19240,2010,44.25,Management,M
19241,2010,50.77,Management,F
19242,2010,48.76,Management,F
19243,2010,52.73,Management,F
19244,2010,46.58,Management,M
19245,2010,45.12,Management,M
19246,2010,46.4,Management,F
19247,2010,46.99,Management,M
19248,2010,48.47,Management,F
19249,2010,51.16,Management,M
19250,2010,47.13,Management,M
19251,2010,46.29,Management,M
19252,2010,47.7,Management,F
19253,2010,47.79,Management,F
19254,2010,47.2,Management,M
19255,2010,50.92,Management,F
19256,2010,45.47,Management,M
19257,2010,47.24,Management,F
19258,2010,48.86,Management,F
19259,2010,48.59,Management,M
19260,2010,50.5,Management,F
19261,2010,48.51,Management,F
19262,2010,46.55,Management,M
19263,2010,47.71,Management,F
19264,2010,48.67,Management,F
19265,2010,48.47,Management,F
19266,2010,46.69,Management,F
19267,2010,47.81,Management,F
19268,2010,52.23,Management,M
19269,2010,47.11,Management,M
19270,2010,50.1,Management,M
19271,2010,47.49,Management,M
19272,2010,50.31,Management,M
19273,2010,46.25,Management,M
19274,2010,51.92,Management,F
19275,2010,47.77,Management,F
19276,2010,48.36,Management,F
19277,2010,43.93,Management,M
19278,2010,47.65,Management,F
19279,2010,44.54,Management,F
19280,2010,45.54,Management,F
19281,2010,46.35,Management,M
19282,2010,46.94,Management,M
19283,2010,43.29,Management,M
19284,2010,45.57,Management,M
19285,2010,45.09,Management,M
19286,2010,43.68,Management,M
19287,2010,51.58,Management,F
19288,2010,43.74,Management,M
19289,2010,45.81,Management,F
19290,2010,49.88,Management,F
19291,2010,49.82,Management,F
19292,2010,45.72,Management,M
19293,2010,42.89,Management,M
19294,2010,48.9,Management,F
19295,2010,47.17,Management,M
