Id,LotArea,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,MasVnrType,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,GrLivArea,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,SaleType,SaleCondition,SalePrice
1101,8400,Bnk,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2,5,None,TA,TA,CBlock,GasA,TA,0,438,Fa,3,Typ,0,1,246,N,WD,Normal,60000
1102,9758,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,None,TA,TA,CBlock,GasA,TA,1,950,TA,5,Typ,0,1,280,Y,WD,Normal,119500
1103,7000,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,BrkFace,TA,TA,CBlock,GasA,Ex,1,1134,TA,6,Typ,0,1,254,Y,WD,Family,135000
1104,8910,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,None,TA,TA,CBlock,GasA,Ex,1,1194,TA,6,Typ,1,2,539,Y,WD,Normal,159500
1105,2016,Lvl,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,BrkFace,TA,TA,CBlock,GasA,TA,1,1302,TA,6,Typ,0,2,440,Y,WD,Normal,106000
1106,12256,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,2622,Gd,9,Typ,2,2,712,Y,WD,Normal,325000
1107,10357,Lvl,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,7,5,None,Gd,TA,PConc,GasA,Gd,1,1442,Gd,6,Typ,1,2,719,Y,WD,Normal,179900
1108,23257,HLS,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,2021,Gd,9,Typ,1,2,422,Y,New,Partial,274725
1109,8063,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,None,TA,TA,PConc,GasA,Ex,1,1690,TA,7,Typ,1,2,463,Y,WD,Abnorml,181000
1110,11362,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Stone,Gd,TA,PConc,GasA,Ex,1,1836,Gd,7,Typ,1,3,862,Y,WD,Normal,280000
1111,8000,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,None,TA,TA,PConc,GasA,Gd,1,1658,TA,8,Typ,1,2,431,Y,WD,Normal,188000
1112,10480,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,BrkFace,TA,TA,CBlock,GasA,TA,1,1964,TA,8,Typ,1,2,483,Y,WD,Normal,205000
1113,7100,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,None,TA,TA,CBlock,GasA,TA,1,816,TA,5,Typ,0,1,308,Y,WD,Normal,129900
1114,8923,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,None,TA,TA,CBlock,GasA,Gd,1,1008,Gd,6,Typ,0,1,240,Y,WD,Normal,134500
1115,5400,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,None,TA,Gd,CBlock,GasA,Ex,1,833,Gd,4,Typ,0,1,326,Y,WD,Normal,117000
1116,12085,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Stone,Gd,TA,PConc,GasA,Ex,1,1734,Ex,7,Typ,1,3,928,Y,New,Partial,318000
1117,7750,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,8,5,None,Gd,TA,PConc,GasA,Ex,1,1419,Gd,7,Typ,1,2,527,Y,WD,Normal,184100
1118,9764,Lvl,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,None,TA,TA,CBlock,GasA,Ex,1,894,Gd,5,Typ,0,2,450,Y,WD,Normal,130000
1119,13825,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,None,TA,Gd,CBlock,GasA,TA,1,1601,TA,6,Min2,0,1,300,Y,WD,Normal,140000
1120,7560,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,None,TA,TA,CBlock,GasA,TA,1,1040,TA,6,Typ,0,1,286,Y,WD,Normal,133700
1121,8263,Bnk,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,6,5,None,TA,TA,BrkTil,GasA,TA,1,1012,TA,6,Typ,1,1,308,Y,WD,Normal,118400
1122,10084,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1552,Gd,7,Typ,0,3,782,Y,New,Partial,212900
1123,8926,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,None,TA,TA,CBlock,GasA,Ex,1,960,TA,5,Typ,0,1,288,Y,COD,Abnorml,112000
1124,9405,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,9,None,TA,Ex,CBlock,GasA,Ex,1,698,TA,4,Typ,0,0,0,Y,WD,Normal,118000
1125,9125,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,BrkFace,TA,TA,PConc,GasA,Gd,1,1482,Gd,7,Typ,1,2,392,Y,WD,Normal,163900
1126,10434,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,None,TA,TA,CBlock,GasA,TA,1,1005,Fa,5,Typ,1,2,672,Y,WD,Normal,115000
1127,3684,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1555,Gd,7,Typ,1,3,660,Y,WD,Normal,174000
1128,14572,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,1530,Gd,7,Typ,1,3,630,Y,WD,Family,259000
1129,11796,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,1959,Gd,8,Typ,1,2,434,Y,WD,Normal,215000
1130,7200,Lvl,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,5,5,BrkFace,TA,TA,CBlock,GasA,TA,1,936,TA,4,Typ,0,2,672,Y,WD,Normal,140000
1131,7804,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,4,3,None,TA,TA,BrkTil,GasA,TA,1,1981,Gd,7,Min2,2,2,576,Y,WD,Normal,135000
1132,10712,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,None,TA,TA,PConc,GasA,TA,1,974,TA,5,Typ,0,0,0,Y,Oth,Abnorml,93500
1133,9900,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,4,None,TA,TA,BrkTil,GasW,TA,1,2210,Fa,8,Typ,0,1,205,N,WD,Normal,117500
1134,9828,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,None,Gd,TA,PConc,GasA,Ex,1,2020,Gd,8,Typ,1,2,466,Y,WD,Normal,239500
1135,8773,HLS,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,None,TA,TA,PConc,GasA,Gd,1,1600,TA,7,Typ,1,2,460,Y,WD,Normal,169000
1136,6180,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,6,5,None,TA,TA,BrkTil,GasA,TA,0,986,TA,5,Typ,1,1,180,Y,WD,Normal,102000
1137,9600,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,None,TA,TA,CBlock,GasA,TA,1,1252,TA,6,Typ,0,1,288,Y,WD,Abnorml,119000
1138,6342,Lvl,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,8,None,TA,Gd,CBlock,GasA,Gd,0,1020,TA,6,Typ,0,0,0,N,WD,Normal,94000
1139,9819,Lvl,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,6,5,None,TA,TA,PConc,GasA,TA,1,1567,Gd,5,Typ,2,2,714,Y,WD,Normal,196000
1140,8731,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,None,TA,Fa,BrkTil,GasA,TA,1,1167,TA,6,Maj1,1,2,495,Y,WD,Normal,144000
1141,7350,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,None,TA,TA,CBlock,GasA,TA,1,952,TA,4,Typ,0,2,840,Y,COD,Abnorml,139000
1142,10304,Lvl,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,5,7,BrkFace,TA,Gd,CBlock,GasA,Ex,1,1868,Gd,9,Typ,1,2,484,Y,WD,Normal,197500
1143,9965,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Stone,Gd,TA,PConc,GasA,Ex,1,2828,Gd,11,Typ,1,3,1052,Y,New,Partial,424870
1144,9000,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,3,None,TA,TA,CBlock,GasA,TA,1,1006,TA,5,Typ,0,0,0,Y,WD,Normal,80000
1145,12180,Lvl,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,4,4,None,TA,Fa,BrkTil,Grav,Fa,0,924,Fa,5,Typ,0,1,280,Y,WD,Normal,80000
1146,6240,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,None,TA,TA,BrkTil,GasA,Ex,1,1576,TA,8,Typ,1,1,225,Y,WD,Family,149000
1147,11200,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,BrkFace,Gd,TA,CBlock,GasA,TA,1,1298,Gd,5,Typ,1,2,403,Y,WD,Normal,180000
1148,12000,Bnk,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,7,None,TA,TA,CBlock,GasA,Ex,1,1564,Fa,7,Typ,1,1,234,Y,WD,Normal,174500
1149,5700,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,None,TA,TA,PConc,GasA,TA,1,1111,TA,5,Typ,1,1,288,Y,WD,Normal,116900
1150,9000,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,None,TA,Gd,PConc,GasA,Ex,1,1482,TA,7,Typ,0,2,324,Y,WD,Normal,143000
1151,8280,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,None,TA,TA,CBlock,GasA,Ex,1,932,Gd,4,Typ,1,1,306,Y,WD,Normal,124000
1152,17755,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,4,BrkFace,TA,TA,CBlock,GasA,TA,1,1466,Fa,6,Typ,2,2,528,Y,WD,Normal,149900
1153,14115,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,None,TA,TA,PConc,GasA,Ex,1,1811,Ex,6,Typ,1,2,470,Y,WD,Abnorml,230000
1154,5890,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,None,Gd,Gd,BrkTil,GasA,Ex,1,816,TA,5,Typ,0,1,432,Y,WD,Normal,120500
1155,13700,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,Stone,TA,TA,CBlock,GasA,TA,1,1820,Gd,8,Typ,2,2,492,Y,WD,Normal,201800
1156,10768,Lvl,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,5,8,None,Gd,Gd,CBlock,GasA,TA,1,1437,Gd,6,Typ,1,2,528,Y,WD,Normal,218000
1157,9350,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,8,None,TA,Gd,PConc,GasA,Gd,1,1265,Gd,6,Typ,1,2,502,Y,WD,Normal,179900
1158,5001,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,Stone,Gd,TA,PConc,GasA,Ex,1,1314,Gd,6,Typ,1,2,626,Y,WD,Normal,230000
1159,11932,Lvl,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,Stone,Gd,TA,PConc,GasA,Ex,1,1580,Gd,7,Typ,0,3,830,Y,ConLD,Partial,235128
1160,9120,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,BrkFace,Gd,TA,CBlock,GasA,TA,1,1876,Gd,8,Typ,1,2,540,Y,WD,Normal,185000
1161,2280,Lvl,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,None,TA,TA,CBlock,GasA,Fa,1,1456,TA,7,Typ,1,2,440,Y,WD,Normal,146000
1162,14778,Low,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,6,7,BrkFace,Gd,TA,CBlock,GasA,Ex,1,1640,Gd,7,Typ,1,2,924,Y,WD,Normal,224000
1163,8724,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,None,TA,TA,CBlock,GasA,Gd,1,894,TA,5,Typ,1,2,450,Y,WD,Normal,129000
1164,12900,Lvl,Inside,Gtl,Sawyer,Feedr,Norm,Duplex,SFoyer,4,4,None,TA,TA,CBlock,GasA,TA,1,1258,TA,6,Typ,0,2,400,Y,WD,Alloca,108959
1165,16157,Lvl,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,5,7,None,TA,TA,PConc,GasA,Ex,1,1432,Gd,5,Typ,1,2,588,Y,WD,Normal,194000
1166,9541,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,Stone,Gd,TA,PConc,GasA,Ex,1,1502,Gd,7,Typ,0,2,644,Y,New,Partial,233170
1167,10475,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Stone,Gd,TA,PConc,GasA,Ex,1,1694,Gd,7,Typ,0,3,776,Y,WD,Normal,245350
1168,10852,Lvl,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,None,TA,TA,PConc,GasA,Ex,1,1671,TA,7,Typ,1,2,472,Y,WD,Normal,173000
1169,13728,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,None,TA,TA,CBlock,GasA,Ex,1,2108,Gd,7,Typ,2,2,540,Y,WD,Normal,235000
1170,35760,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,BrkFace,Gd,Gd,PConc,GasA,Ex,1,3627,Gd,10,Typ,1,3,807,Y,WD,Normal,625000
1171,9880,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,None,TA,TA,CBlock,GasA,TA,1,1118,TA,6,Typ,1,1,358,Y,WD,Normal,171000
1172,9120,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,None,TA,TA,CBlock,GasA,Ex,1,1261,TA,6,Typ,1,2,433,Y,WD,Normal,163000
1173,4017,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,1250,Gd,5,Typ,0,2,625,Y,WD,Normal,171900
1174,18030,Bnk,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,None,TA,TA,CBlock,GasA,TA,1,3086,Ex,12,Maj1,1,0,0,Y,WD,Normal,200500
1175,16560,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,None,TA,TA,BrkTil,GasA,TA,1,2345,TA,9,Typ,1,2,360,Y,WD,Normal,239000
1176,10678,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,2872,Gd,9,Typ,1,2,541,Y,WD,Normal,285000
1177,6951,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,None,TA,TA,CBlock,GasA,TA,1,923,TA,5,Typ,0,1,264,Y,WD,Normal,119500
1178,3950,Bnk,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,None,TA,TA,CBlock,GasA,TA,1,1224,TA,5,Typ,0,1,210,N,WD,Normal,115000
1179,7681,Lvl,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,None,TA,TA,BrkTil,GasA,Ex,1,1343,TA,7,Typ,1,1,186,Y,WD,Normal,154900
1180,8335,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,None,TA,TA,Slab,GasA,Gd,1,1124,TA,5,Min2,1,0,0,N,WD,Normal,93000
1181,11170,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,None,TA,TA,Wood,GasA,Ex,1,2514,TA,8,Typ,0,2,693,Y,WD,Normal,250000
1182,5587,HLS,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,Stone,Ex,TA,PConc,GasA,Ex,1,1652,Gd,5,Typ,1,2,482,Y,New,Partial,392500
1183,15623,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,None,Gd,TA,PConc,GasA,Ex,1,4476,Ex,10,Typ,2,3,813,Y,WD,Abnorml,745000
1184,10800,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,None,TA,TA,BrkTil,GasA,Ex,1,1130,TA,5,Typ,1,2,720,Y,WD,Normal,120000
1185,35133,Lvl,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,5,4,BrkFace,TA,TA,CBlock,GasA,Gd,1,1572,TA,5,Typ,2,3,995,Y,WD,Normal,186700
1186,9738,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,None,TA,Gd,BrkTil,GasA,Gd,1,1221,TA,7,Typ,0,1,392,Y,WD,Normal,104900
1187,10615,Bnk,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,3,5,None,TA,TA,CBlock,GasA,TA,1,1699,TA,7,Typ,0,2,420,Y,WD,Abnorml,95000
1188,12461,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,None,Gd,TA,PConc,GasA,Ex,1,1624,Gd,5,Typ,1,3,757,Y,WD,Normal,262000
1189,8935,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1660,Gd,7,Typ,0,2,493,Y,WD,Normal,195000
1190,7500,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,None,TA,TA,PConc,GasA,Gd,1,1804,Gd,7,Typ,1,2,442,Y,WD,Normal,189000
1191,32463,Low,Inside,Mod,Mitchel,Norm,Norm,2fmCon,1Story,4,4,Stone,TA,Gd,CBlock,GasA,Ex,1,1622,TA,7,Typ,1,4,1356,Y,WD,Normal,168000
1192,2645,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1441,Gd,5,Typ,0,2,492,Y,WD,Normal,174000
1193,9600,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,None,TA,TA,PConc,GasA,Gd,1,1472,Gd,6,Typ,0,1,250,P,WD,Normal,125000
1194,4500,Lvl,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,BrkFace,TA,TA,PConc,GasA,Ex,1,1224,TA,5,Typ,0,2,402,Y,WD,Normal,165000
1195,9364,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,Stone,TA,TA,CBlock,GasA,TA,1,1352,TA,7,Typ,0,1,299,Y,WD,Normal,158000
1196,8029,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,None,TA,TA,PConc,GasA,Ex,1,1456,Gd,8,Typ,0,2,400,Y,WD,Normal,176000
1197,14054,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,1863,Gd,9,Typ,1,3,660,Y,New,Partial,219210
1198,8850,Bnk,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,None,TA,TA,BrkTil,GasA,Ex,1,1690,TA,7,Typ,1,1,225,Y,ConLw,Normal,144000
1199,9100,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,1212,Gd,6,Typ,0,2,573,Y,WD,Normal,178000
1200,11235,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,5,BrkFace,TA,TA,CBlock,GasA,Gd,1,1382,TA,6,Typ,1,2,459,Y,WD,Normal,148000
1201,9353,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,None,TA,TA,CBlock,GasA,Gd,1,864,TA,5,Typ,0,1,280,Y,Oth,Abnorml,116050
1202,10400,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,None,TA,TA,PConc,GasA,Ex,1,1779,Gd,6,Typ,0,2,546,Y,WD,Normal,197900
1203,6000,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,None,TA,TA,BrkTil,GasA,Ex,1,1348,TA,5,Typ,1,1,216,N,WD,Normal,117000
1204,9750,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1630,Gd,6,Typ,1,2,451,Y,WD,Normal,213000
1205,10140,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,None,TA,TA,CBlock,GasA,Ex,1,1074,TA,6,Typ,0,2,495,Y,WD,Normal,153500
1206,14684,Lvl,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,7,BrkFace,Gd,TA,CBlock,GasA,Gd,1,2196,Gd,7,Typ,1,3,701,Y,WD,Normal,271900
1207,8900,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,4,4,None,TA,TA,CBlock,GasA,TA,1,1056,TA,5,Typ,0,1,384,Y,WD,Normal,107000
1208,9135,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1700,Gd,7,Typ,0,2,544,Y,WD,Normal,200000
1209,7763,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,None,TA,Gd,CBlock,GasA,TA,1,1283,TA,6,Typ,0,2,506,Y,WD,Normal,140000
1210,10182,Lvl,CulDSac,Gtl,Somerst,RRNn,Norm,1Fam,1Story,8,5,Stone,Gd,TA,PConc,GasA,Ex,1,1660,Gd,8,Typ,1,2,500,Y,New,Partial,290000
1211,11218,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,None,Gd,TA,PConc,GasA,Ex,1,1845,Gd,8,Typ,1,2,462,Y,WD,Normal,189000
1212,12134,Bnk,Inside,Mod,Gilbert,Norm,Norm,1Fam,1.5Fin,8,7,None,Gd,TA,Wood,GasA,Gd,1,1752,TA,8,Typ,0,2,492,Y,WD,Normal,164000
1213,9340,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,None,TA,TA,CBlock,GasA,TA,1,672,TA,4,Typ,0,1,234,N,WD,Normal,113000
1214,10246,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,4,9,None,TA,Gd,CBlock,GasA,Ex,1,960,TA,3,Typ,0,1,364,Y,WD,Normal,145000
1215,10205,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,None,TA,TA,CBlock,GasA,TA,1,999,TA,6,Typ,0,1,300,Y,WD,Normal,134500
1216,7094,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,None,TA,TA,CBlock,GasA,TA,1,894,TA,5,Typ,0,1,384,Y,WD,Normal,125000
1217,8930,Lvl,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,None,TA,TA,Slab,GasA,TA,1,1902,TA,8,Typ,0,2,539,Y,WD,Normal,112000
1218,8640,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Stone,Gd,TA,PConc,GasA,Ex,1,1314,Gd,6,Typ,0,2,552,Y,New,Partial,229456
1219,6240,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,None,TA,TA,Slab,GasA,Gd,0,912,TA,3,Typ,0,0,0,N,WD,Normal,80500
1220,1680,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,BrkFace,TA,TA,CBlock,GasA,TA,1,1218,TA,7,Typ,0,0,0,N,WD,Abnorml,91500
1221,7800,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,None,TA,TA,CBlock,GasA,TA,1,912,TA,5,Typ,0,1,288,Y,WD,Abnorml,115000
1222,8250,Lvl,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,None,TA,TA,CBlock,GasA,Ex,1,1211,TA,5,Typ,1,1,322,Y,WD,Normal,134000
1223,10496,Lvl,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,BrkFace,TA,TA,CBlock,GasA,Ex,1,1846,TA,7,Typ,1,1,315,Y,WD,Normal,143000
1224,10680,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,BrkFace,TA,TA,CBlock,GasA,TA,0,2136,TA,7,Mod,0,2,528,Y,WD,Normal,137900
1225,15384,Lvl,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,1490,Gd,8,Typ,1,2,388,Y,WD,Normal,184000
1226,10482,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,8,BrkFace,TA,Gd,CBlock,GasA,Ex,1,1138,TA,6,Typ,0,1,264,Y,WD,Normal,145000
1227,14598,Lvl,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,6,5,Stone,Gd,TA,PConc,GasA,Ex,1,1933,Gd,9,Typ,1,3,668,Y,WD,Normal,214000
1228,8872,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,BrkFace,TA,TA,CBlock,GasA,Ex,1,912,Gd,5,Typ,0,2,576,Y,WD,Normal,147000
1229,8769,Lvl,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,BrkFace,Ex,TA,PConc,GasA,Ex,1,1702,Ex,7,Typ,1,3,1052,Y,New,Partial,367294
1230,7910,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,None,TA,TA,CBlock,GasA,Gd,1,1507,TA,7,Maj1,0,1,404,Y,WD,Normal,127000
1231,18890,Lvl,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,None,TA,TA,CBlock,GasA,Ex,1,2620,TA,12,Typ,1,2,600,N,WD,Normal,190000
1232,7728,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,6,BrkFace,TA,TA,CBlock,GasA,TA,1,1190,TA,6,Typ,0,2,540,Y,WD,Normal,132500
1233,9842,Lvl,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,None,TA,TA,Slab,GasA,TA,1,1224,TA,6,Typ,0,2,462,Y,WD,Normal,101800
1234,12160,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,BrkFace,TA,TA,CBlock,GasA,Fa,1,1188,TA,6,Typ,0,2,531,Y,COD,Abnorml,142000
