workclass,education,marital-status,occupation,relationship,race,sex,income
 Federal-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, White, Female,1
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0
 Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0
 Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0
 Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0
 Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0
 Private, Some-college, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Female,0
 Private, 11th, Never-married, Other-service, Own-child, White, Male,0
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,1
 Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0
 Federal-gov, Some-college, Widowed, Protective-serv, Not-in-family, White, Female,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, 11th, Never-married, Sales, Own-child, White, Female,0
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0
 Private, 9th, Never-married, Other-service, Unmarried, White, Female,0
 Private, 9th, Divorced, Sales, Unmarried, White, Female,0
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0
 Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0
 Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,1
 Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0
 Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0
 Unknown, HS-grad, Married-civ-spouse, Unknown, Husband, White, Male,0
 Private, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Female,0
 Unknown, HS-grad, Never-married, Unknown, Not-in-family, White, Male,0
 Private, Assoc-acdm, Divorced, Sales, Unmarried, White, Male,0
 State-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0
 Private, 9th, Separated, Machine-op-inspct, Unmarried, White, Female,0
 State-gov, 12th, Never-married, Other-service, Own-child, White, Male,0
 Unknown, Assoc-voc, Divorced, Unknown, Own-child, White, Male,0
 Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,0
 Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0
 Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0
 Local-gov, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0
 Private, Assoc-acdm, Never-married, Sales, Not-in-family, Black, Female,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, 12th, Married-civ-spouse, Other-service, Husband, White, Male,0
 Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,1
 Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Female,0
 Self-emp-not-inc, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Male,0
 Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Self-emp-not-inc, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0
 Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, Some-college, Divorced, Machine-op-inspct, Unmarried, Black, Female,0
 Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0
 Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0
 Private, 11th, Married-civ-spouse, Other-service, Husband, White, Male,0
 Private, HS-grad, Separated, Machine-op-inspct, Unmarried, Black, Female,0
 State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, Bachelors, Never-married, Sales, Unmarried, White, Female,0
 Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0
 Self-emp-not-inc, 10th, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,0
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, Some-college, Never-married, Other-service, Own-child, White, Female,0
 Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,1
 Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0
 Private, Some-college, Never-married, Other-service, Own-child, White, Female,0
 Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,0
 Private, Assoc-acdm, Never-married, Sales, Own-child, White, Female,0
 Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0
 Private, HS-grad, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0
 Local-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,1
 Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0
 Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Unknown, Some-college, Never-married, Unknown, Own-child, White, Female,0
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0
 Unknown, 10th, Never-married, Unknown, Own-child, White, Male,0
 Unknown, 11th, Never-married, Unknown, Own-child, Black, Male,0
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0
 Local-gov, Masters, Widowed, Prof-specialty, Unmarried, White, Female,1
 Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0
 Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0
 Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Unknown, HS-grad, Divorced, Unknown, Not-in-family, White, Female,0
 Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0
 Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0
 Private, 12th, Divorced, Machine-op-inspct, Not-in-family, White, Female,0
 Private, Bachelors, Divorced, Tech-support, Other-relative, White, Male,0
 Private, Some-college, Separated, Craft-repair, Not-in-family, White, Male,0
 Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, White, Male,0
 Private, Some-college, Never-married, Other-service, Own-child, White, Male,0
 Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0
 Private, Some-college, Divorced, Sales, Other-relative, White, Female,1
 Private, HS-grad, Widowed, Craft-repair, Not-in-family, White, Female,0
 Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0
 Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0
 Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0
 Federal-gov, 11th, Divorced, Craft-repair, Not-in-family, Black, Female,1
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 State-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0
 Private, Assoc-voc, Never-married, Tech-support, Other-relative, White, Female,0
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,1
 Private, HS-grad, Never-married, Sales, Own-child, White, Female,0
 Private, 11th, Never-married, Sales, Unmarried, Black, Female,0
 Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0
 Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Private, 11th, Never-married, Sales, Own-child, White, Female,0
 Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Female,1
 Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0
 Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0
 Federal-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,1
 State-gov, 12th, Divorced, Other-service, Unmarried, White, Female,0
 Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0
 Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,1
 Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,1
 Self-emp-not-inc, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0
 Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0
 Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0
 Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0
 Unknown, 9th, Widowed, Unknown, Not-in-family, White, Female,0
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 State-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0
 Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Other-relative, Other, Female,0
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,1
 Self-emp-inc, HS-grad, Never-married, Sales, Other-relative, White, Male,0
 Private, HS-grad, Never-married, Sales, Own-child, White, Male,0
 Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0
 Unknown, Some-college, Married-civ-spouse, Unknown, Wife, White, Female,1
 Private, HS-grad, Separated, Transport-moving, Unmarried, Black, Female,0
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0
 Private, Prof-school, Never-married, Tech-support, Not-in-family, White, Male,0
 Private, Bachelors, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0
 Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0
 Private, HS-grad, Separated, Exec-managerial, Unmarried, White, Female,0
 Private, Bachelors, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0
 Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0
 Unknown, Masters, Married-civ-spouse, Unknown, Husband, White, Male,0
 Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,1
 Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0
 Private, 7th-8th, Divorced, Craft-repair, Unmarried, White, Male,0
 Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0
 Private, 10th, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0
 Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,1
 Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,1
 Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0
 Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0
 Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,1
 Private, Some-college, Never-married, Sales, Own-child, White, Female,0
 Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male,0
 Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Male,0
 Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, 7th-8th, Divorced, Sales, Not-in-family, White, Female,0
 Unknown, Some-college, Married-civ-spouse, Unknown, Wife, White, Female,0
 Self-emp-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,1
 Private, Some-college, Never-married, Protective-serv, Own-child, Black, Female,0
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,1
 Self-emp-inc, 11th, Never-married, Farming-fishing, Own-child, White, Male,0
 Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,1
 Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0
 Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0
 State-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0
 Private, 11th, Never-married, Craft-repair, Own-child, White, Male,0
 Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,1
 Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0
 Private, Some-college, Never-married, Sales, Own-child, White, Female,0
 Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0
 Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,1
 Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,1
 Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0
 Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, Black, Male,0
 Local-gov, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0
 Unknown, 11th, Never-married, Unknown, Unmarried, White, Male,0
 Local-gov, 11th, Never-married, Adm-clerical, Own-child, White, Male,0
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,1
 State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,1
 Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0
 State-gov, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,1
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0
 Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0
 Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,1
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0
 Private, 5th-6th, Never-married, Handlers-cleaners, Own-child, White, Male,0
 Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,1
 Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0
 State-gov, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0
 Local-gov, Assoc-voc, Divorced, Craft-repair, Unmarried, White, Female,0
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0
 Private, HS-grad, Never-married, Protective-serv, Own-child, Black, Male,0
 State-gov, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Male,0
 Local-gov, Assoc-voc, Never-married, Protective-serv, Not-in-family, White, Female,0
 Private, 12th, Married-civ-spouse, Transport-moving, Husband, White, Male,1
 Federal-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0
 Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,1
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0
 Private, 10th, Never-married, Other-service, Own-child, White, Male,0
 Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0
 Unknown, Some-college, Never-married, Unknown, Own-child, White, Female,0
 Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0
 Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,1
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,1
 State-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Private, Assoc-acdm, Widowed, Sales, Unmarried, White, Female,0
 Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0
 Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female,0
 Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0
 Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Male,0
 Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Unknown, Some-college, Never-married, Unknown, Own-child, White, Female,0
 Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0
 Local-gov, Assoc-acdm, Never-married, Protective-serv, Unmarried, White, Male,0
 Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,1
 State-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,1
 Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0
 Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0
 Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0
 Unknown, HS-grad, Married-civ-spouse, Unknown, Husband, White, Male,1
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0
 Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,1
 Unknown, 11th, Never-married, Unknown, Own-child, White, Female,0
 Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,0
 Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,1
 State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,1
 Private, 11th, Divorced, Other-service, Unmarried, White, Female,0
 Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0
 Private, 10th, Never-married, Other-service, Own-child, White, Female,0
 Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0
 Unknown, 5th-6th, Married-civ-spouse, Unknown, Husband, White, Male,0
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Private, Some-college, Separated, Tech-support, Not-in-family, White, Female,0
 Federal-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0
 Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, Some-college, Never-married, Other-service, Own-child, White, Female,0
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, Bachelors, Widowed, Prof-specialty, Unmarried, White, Male,1
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0
 Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,1
 Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0
 Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Local-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,1
 Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,1
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0
 Federal-gov, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0
 Private, HS-grad, Separated, Exec-managerial, Unmarried, White, Female,0
 Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Female,0
 Private, HS-grad, Never-married, Other-service, Other-relative, White, Male,0
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,1
 Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0
 State-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0
 Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0
 Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,0
 Private, Bachelors, Never-married, Tech-support, Not-in-family, Black, Male,0
 Unknown, 10th, Never-married, Unknown, Own-child, White, Male,0
 Private, HS-grad, Never-married, Sales, Own-child, White, Male,0
 Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0
 State-gov, HS-grad, Widowed, Prof-specialty, Unmarried, Black, Female,0
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0
 Federal-gov, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female,0
 Unknown, 12th, Married-civ-spouse, Unknown, Husband, White, Male,0
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,1
 Private, HS-grad, Divorced, Transport-moving, Own-child, White, Male,0
 Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0
 Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0
 Unknown, HS-grad, Never-married, Unknown, Not-in-family, White, Male,0
 Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 State-gov, 12th, Never-married, Adm-clerical, Unmarried, White, Female,0
 Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0
 Self-emp-not-inc, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0
 Unknown, Assoc-voc, Never-married, Unknown, Own-child, White, Male,0
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,1
 Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,1
 State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0
 Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,1
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0
 Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0
 Local-gov, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,0
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,1
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, 5th-6th, Never-married, Handlers-cleaners, Unmarried, White, Male,0
 State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Private, Assoc-acdm, Divorced, Sales, Not-in-family, White, Male,0
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0
 State-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0
 Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0
 Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,1
 Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0
 Private, Some-college, Never-married, Sales, Own-child, Black, Female,0
 Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0
 Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0
 Federal-gov, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0
 Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,1
